TÍTULO,VINÍCULA,NOME DO PROVADOR,PONTOS,PREÇO,PAÍS
Buehler 2012 Estate Cabernet Sauvignon (Napa Valley),Buehler,Virginie Boone,87,36.0,US
Yorkville Cellars 2013 Rennie Vineyard Merlot (Yorkville Highlands),Yorkville Cellars,Jim Gordon,88,30.0,US
Stoller 2011 Estate Grown Pinot Noir (Dundee Hills),Stoller,Paul Gregutt,89,25.0,US
Stoller 2012 Estate Grown Chardonnay (Dundee Hills),Stoller,Paul Gregutt,89,20.0,US
Dion 2010 Winemaker's Reserve Pinot Noir (Chehalem Mountains),Dion,Paul Gregutt,89,35.0,US
Testarossa 2014 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Testarossa,Matt Kettmann,93,64.0,US
Kenefick Ranch 2015 Estate Grown Sauvignon Blanc (Calistoga),Kenefick Ranch,Virginie Boone,93,24.0,US
Tantara 2014 Bentrock Vineyard Pinot Noir (Sta. Rita Hills),Tantara,Matt Kettmann,93,65.0,US
Diamond Creek 2013 Volcanic Hill Cabernet Sauvignon (Napa Valley),Diamond Creek,Virginie Boone,93,225.0,US
Gary Farrell 2014 Hallberg Vineyard Dijon Clones Pinot Noir (Russian River Valley),Gary Farrell,Virginie Boone,93,60.0,US
Westerly 2014 Bentrock Vineyard Chardonnay (Sta. Rita Hills),Westerly,Matt Kettmann,93,55.0,US
Brian Benson 2013 Caliza Vineyard G-S-M (Paso Robles),Brian Benson,Matt Kettmann,93,55.0,US
Brian Benson 2013 Camatta Hills Vineyard Syrah (Paso Robles),Brian Benson,Matt Kettmann,93,45.0,US
Harper Voit 2015 Surlie Pinot Blanc (Willamette Valley),Harper Voit,Paul Gregutt,93,20.0,US
Cayuse 2011 En Chamberlin Vineyard Syrah (Walla Walla Valley (OR)),Cayuse,Paul Gregutt,99,75.0,US
Cayuse 2011 En Cerise Vineyard Syrah (Walla Walla Valley (OR)),Cayuse,Paul Gregutt,98,75.0,US
Cayuse 2011 Widowmaker En Chamberlin Vineyard Cabernet Sauvignon (Walla Walla Valley (OR)),Cayuse,Paul Gregutt,97,90.0,US
Wayfarer 2012 The Traveler Pinot Noir (Fort Ross-Seaview),Wayfarer,Virginie Boone,97,150.0,US
Cayuse 2011 Cailloux Vineyard Syrah (Walla Walla Valley (OR)),Cayuse,Paul Gregutt,96,90.0,US
Ponzi 2012 Aurora Vineyard Chardonnay (Willamette Valley),Ponzi,Paul Gregutt,96,60.0,US
Wayfarer 2012 Golden Mean Pinot Noir (Fort Ross-Seaview),Wayfarer,Virginie Boone,96,115.0,US
Domaine Serene 2011 Récolte Grand Cru Chardonnay (Dundee Hills),Domaine Serene,Paul Gregutt,96,125.0,US
Cayuse 2011 Armada Vineyard God Only Knows Grenache (Walla Walla Valley (OR)),Cayuse,Paul Gregutt,96,90.0,US
Cayuse 2012 Cailloux Vineyard Viognier (Walla Walla Valley (OR)),Cayuse,Paul Gregutt,96,70.0,US
Hess Collection 2012 Small Block Series Malbec (Mount Veeder),Hess Collection,Virginie Boone,95,55.0,US
Horsepower 2011 Sur Echalas Vineyard Grenache (Walla Walla Valley (OR)),Horsepower,Paul Gregutt,95,110.0,US
Wayfarer 2012 Mother Rock Pinot Noir (Fort Ross-Seaview),Wayfarer,Virginie Boone,95,115.0,US
Ponzi 2012 Aurora Vineyard Pinot Noir (Willamette Valley),Ponzi,Paul Gregutt,95,100.0,US
Brick House 2012 Evelyn's Pinot Noir (Ribbon Ridge),Brick House,Paul Gregutt,95,68.0,US
No Girls 2011 La Paciencia Vineyard Grenache (Walla Walla Valley (OR)),No Girls,Paul Gregutt,95,65.0,US
Elk Cove 2012 Roosevelt Pinot Noir (Willamette Valley),Elk Cove,Paul Gregutt,95,85.0,US
Talley 2012 Oliver's Proprietor Grown Chardonnay (Edna Valley),Talley,Matt Kettmann,95,36.0,US
The Eyrie Vineyards 2012 Original Vines Reserve Chardonnay (Dundee Hills),The Eyrie Vineyards,Paul Gregutt,95,45.0,US
Trombetta 2012 Gap's Crown Vineyard Pinot Noir (Sonoma Coast),Trombetta,Virginie Boone,95,65.0,US
De Coelo 2012 Arbore Sacra Pinot Noir (Sonoma Coast),De Coelo,Virginie Boone,94,75.0,US
Ponzi 2012 Abetina 2 Pinot Noir (Willamette Valley),Ponzi,Paul Gregutt,94,100.0,US
Balboa 2007 Mith White (Columbia Valley (WA)),Balboa,Paul Gregutt,88,22.0,US
Mark Ryan 2006 The Dissident Red (Columbia Valley (WA)),Mark Ryan,Paul Gregutt,88,28.0,US
Woodinville Wine Cellars 2005 Ausonius Red (Columbia Valley (WA)),Woodinville Wine Cellars,Paul Gregutt,88,35.0,US
Tsillan Cellars 2005 Bellissima Rossa Red (Columbia Valley (WA)),Tsillan Cellars,Paul Gregutt,88,28.0,US
Tero Estates 2007 Tero Red Red (Walla Walla Valley (OR)),Tero Estates,Paul Gregutt,88,24.0,US
Arbor Crest 2008 Four Vineyards Merlot (Columbia Valley (WA)),Arbor Crest,Paul Gregutt,88,15.0,US
McCrea Cellars 2006 Amerique Syrah (Yakima Valley),McCrea Cellars,Paul Gregutt,88,34.0,US
Agnitio 2013 Durell Vineyard Chardonnay (Sonoma Coast),Agnitio,Virginie Boone,88,60.0,US
Jamie Slone Wines 2012 Super Tuscan Red (Santa Ynez Valley),Jamie Slone Wines,Matt Kettmann,88,50.0,US
VinRoc 2012 RTW Red (Napa Valley),VinRoc,Virginie Boone,88,49.0,US
Winderlea 2013 Dundee Hills Vineyards Pinot Noir (Dundee Hills),Winderlea,Paul Gregutt,88,38.0,US
Halleck 2013 Clone 828 Pinot Noir (Sonoma Coast),Halleck,Virginie Boone,88,58.0,US
McCay Cellars 2013 Lot 13 Vineyard Tempranillo (Lodi),McCay Cellars,Jim Gordon,87,28.0,US
Michel-Schlumberger 2013 Benchland Wine Estate Cabernet Franc (Dry Creek Valley),Michel-Schlumberger,Virginie Boone,87,40.0,US
Noble Estate 2014 Oak Select Chardonnay (Willamette Valley),Noble Estate,Paul Gregutt,87,25.0,US
Reustle 2014 Winemaker's Reserve Pinot Noir (Umpqua Valley),Reustle,Paul Gregutt,87,39.0,US
Reustle 2014 Winemaker's Reserve Syrah (Umpqua Valley),Reustle,Paul Gregutt,87,39.0,US
Reynoso 2012 Estate Cabernet Sauvignon (Alexander Valley),Reynoso,Virginie Boone,87,34.0,US
Soléna 2014 Wooldridge Creek Vineyard Merlot (Applegate Valley),Soléna,Paul Gregutt,87,32.0,US
Talbott 2014 Logan Sleepy Hollow Vineyard Chardonnay (Santa Lucia Highlands),Talbott,Matt Kettmann,87,28.0,US
Medlock Ames 2015 Bell Mountain Estate Rosé (Alexander Valley),Medlock Ames,Virginie Boone,87,27.0,US
Folin Cellars 2008 Estate Tempranillo (Rogue Valley),Folin Cellars,Paul Gregutt,87,30.0,US
Olabisi 2007 King Vineyard Syrah (Suisun Valley),Olabisi,Virginie Boone,88,30.0,US
Pheasant Valley Winery 2009 Chukar Ridge Tempranillo (Columbia Valley (OR)),Pheasant Valley Winery,Paul Gregutt,88,28.0,US
Quady North 2006 Flagship Syrah (Applegate Valley),Quady North,Paul Gregutt,93,65.0,US
Sineann 2008 Resonance Vineyard Pinot Noir (Willamette Valley),Sineann,Paul Gregutt,92,48.0,US
Sineann 2008 Schindler Reserve Pinot Noir (Willamette Valley),Sineann,Paul Gregutt,92,60.0,US
Pomum 2013 Shya Red Cabernet Sauvignon (Columbia Valley (WA)),Pomum,Sean P. Sullivan,89,40.0,US
Sleight of Hand 2014 The Enchantress Old Vine Chardonnay (Yakima Valley),Sleight of Hand,Sean P. Sullivan,89,28.0,US
Apex 2013 The Catalyst Red (Washington),Apex,Sean P. Sullivan,89,15.0,US
Block Wines NV Farmhouse Block Marchant Vineyard Extra Brut Rosé Pinot Noir (Columbia Valley (WA)),Block Wines,Sean P. Sullivan,89,25.0,US
Epiphany 2013 Rodney's Vineyard Petite Sirah (Santa Barbara County),Epiphany,Matt Kettmann,89,32.0,US
W.T. Vintners 2015 Underwood Mountain Vineyard Grüner Veltliner (Columbia Gorge (WA)),W.T. Vintners,Sean P. Sullivan,89,20.0,US
Zotovich Cellars 2014 Zoto Pinot Noir (Sta. Rita Hills),Zotovich Cellars,Matt Kettmann,89,30.0,US
Duckhorn 2013 Stout Vineyard Merlot (Napa Valley),Duckhorn,Virginie Boone,91,98.0,US
Firestone 2014 Clone 174 Syrah (Santa Ynez Valley),Firestone,Matt Kettmann,91,40.0,US
Hahn 2015 SLH Pinot Noir (Santa Lucia Highlands),Hahn,Matt Kettmann,91,30.0,US
King Estate 2014 Bradshaw Vineyard Pinot Noir (Willamette Valley),King Estate,Paul Gregutt,91,55.0,US
Kitá 2016 Camp 4 Vineyard Rosé of Grenache (Santa Ynez Valley),Kitá,Matt Kettmann,91,18.0,US
Marimar Estate 2015 Acero Don Miguel Vineyard Unoaked Chardonnay (Russian River Valley),Marimar Estate,Virginie Boone,91,32.0,US
Rendarrio Vineyards 2014 The Lost Ones Syrah (Santa Barbara County),Rendarrio Vineyards,Matt Kettmann,91,34.0,US
Sokol Blosser 2014 Goosepen Block Pinot Noir (Dundee Hills),Sokol Blosser,Paul Gregutt,91,80.0,US
Abacela 2014 Barrel Select Malbec (Umpqua Valley),Abacela,Paul Gregutt,91,30.0,US
Aubichon Cellars 2015 Sur Peaux Pinot Gris (Willamette Valley),Aubichon Cellars,Paul Gregutt,91,45.0,US
Barber 2016 Lumiere Laughing Raven Vineyard Sauvignon Blanc (Alexander Valley),Barber,Virginie Boone,91,22.0,US
Bergström 2014 Cumberland Reserve Pinot Noir (Willamette Valley),Bergström,Paul Gregutt,91,42.0,US
Bernardus 2015 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),Bernardus,Matt Kettmann,91,65.0,US
Bernardus 2015 Rosella's Vineyard Chardonnay (Santa Lucia Highlands),Bernardus,Matt Kettmann,91,40.0,US
Hyland 2015 Dijon 115 Pinot Noir (McMinnville),Hyland,Paul Gregutt,91,65.0,US
Miner 2014 Wild Yeast Chardonnay (Napa Valley),Miner,Virginie Boone,91,50.0,US
Armida 2012 Castelli-Knight Ranch Pinot Noir (Russian River Valley),Armida,Virginie Boone,90,40.0,US
Carol Shelton 2010 Karma Zin Bastoni Vineyard Zinfandel (Sonoma County),Carol Shelton,Virginie Boone,90,33.0,US
En Garde 2010 Reserve Pinot Noir (Russian River Valley),En Garde,Virginie Boone,90,60.0,US
Refugio Ranch 2011 Ineseño White (Santa Ynez Valley),Refugio Ranch,Matt Kettmann,90,24.0,US
Star Lane Vineyard 2009 Astral Cabernet Sauvignon (Happy Canyon of Santa Barbara),Star Lane Vineyard,Matt Kettmann,90,80.0,US
Dowsett Family 2008 Devotion Red (Columbia Valley (WA)),Dowsett Family,Paul Gregutt,93,30.0,US
Woodward Canyon 2009 Estate Sauvignon Blanc (Walla Walla Valley (WA)),Woodward Canyon,Paul Gregutt,93,26.0,US
Fess Parker 2014 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),Fess Parker,Matt Kettmann,92,37.0,US
Kontos 2012 Alatus Red (Walla Walla Valley (WA)),Kontos,Sean P. Sullivan,92,38.0,US
kukkula 2013 Noir Syrah (Adelaida District),kukkula,Matt Kettmann,92,45.0,US
Lucas & Lewellen 2012 Cote del Sol Estate Vineyards Cabernet Sauvignon (Santa Ynez Valley),Lucas & Lewellen,Matt Kettmann,92,36.0,US
Grey Wolf Cellars 2014 Sentinelle White (Central Coast),Grey Wolf Cellars,Matt Kettmann,92,24.0,US
Goat Bubbles 2013 Blanc de Noirs Clos Pepe Vineyard Pinot Noir (Sta. Rita Hills),Goat Bubbles,Matt Kettmann,92,60.0,US
Andrew Murray 2014 Tous les Jours Syrah (Santa Ynez Valley),Andrew Murray,Matt Kettmann,92,18.0,US
Beringer 2014 Luminus Chardonnay (Oak Knoll District),Beringer,Virginie Boone,92,39.0,US
Renwood 2013 Grandmere Red (Amador County),Renwood,Jim Gordon,92,65.0,US
Saintsbury 2013 Sangiacomo Green Acres Heritage Block Old Wente Chardonnay (Carneros),Saintsbury,Virginie Boone,92,62.0,US
Rex Hill 2009 Old Vine Chardonnay (Willamette Valley),Rex Hill,Paul Gregutt,90,78.0,US
Noceto 2008 Marmellata Sangiovese (Shenandoah Valley (CA)),Noceto,Virginie Boone,90,28.0,US
Chehalem 2005 Corral Creek Vineyard Pinot Noir (Willamette Valley),Chehalem,Paul Gregutt,92,44.0,US
Shooting Star 2007 Blue Franc Blaufränkisch (Washington),Shooting Star,Paul Gregutt,85,13.0,US
Cathedral Ridge 2007 Rock Star Red Red (Columbia Valley (OR)),Cathedral Ridge,Paul Gregutt,85,44.0,US
Abacela NV Vintner's Blend #10 Red Table Wine Red (Southern Oregon),Abacela,Paul Gregutt,85,16.0,US
Cathedral Ridge 2007 Reserve Zinfandel (Columbia Valley (OR)),Cathedral Ridge,Paul Gregutt,85,38.0,US
Januik 2012 Weinbau Vineyard Cabernet Sauvignon (Wahluke Slope),Januik,Sean P. Sullivan,90,40.0,US
La Sirena 2012 Pirate TreasuRed Red (Napa Valley),La Sirena,Virginie Boone,90,65.0,US
Lookout Point NV Tableau Red (Washington),Lookout Point,Sean P. Sullivan,90,24.0,US
McCrea 2010 Ciel du Cheval Vineyard Viognier (Red Mountain),McCrea,Sean P. Sullivan,90,25.0,US
McGrail 2009 Picazo Vineyard Merlot (Livermore Valley),McGrail,Jim Gordon,90,36.0,US
Novelty Hill 2012 Stillwater Creek Vineyard Sangiovese (Columbia Valley (WA)),Novelty Hill,Sean P. Sullivan,90,28.0,US
Novelty Hill 2012 Stillwater Creek Vineyard Syrah (Columbia Valley (WA)),Novelty Hill,Sean P. Sullivan,90,28.0,US
Novelty Hill 2013 Stillwater Creek Vineyard Sauvignon Blanc (Columbia Valley (WA)),Novelty Hill,Sean P. Sullivan,90,20.0,US
L'Ecole No. 41 2014 Old Vines Chenin Blanc (Walla Walla Valley (WA)),L'Ecole No. 41,Sean P. Sullivan,89,15.0,US
Sno Road 2006 Viola V Cabernet Sauvignon (Columbia Valley (OR)),Sno Road,Paul Gregutt,82,73.0,US
Van Duzer 2008 Dijon Blocks Pinot Noir (Willamette Valley),Van Duzer,Paul Gregutt,81,45.0,US
Arista 2013 Two Birds Estate Grown Pinot Noir (Russian River Valley),Arista,Virginie Boone,95,78.0,US
Ponzi 2013 Avellana Chardonnay (Willamette Valley),Ponzi,Paul Gregutt,95,60.0,US
Sineann 2014 Wy'east Pinot Noir (Columbia Gorge (OR)),Sineann,Paul Gregutt,95,36.0,US
Lynmar 2013 Quail Hill Vineyard Pinot Noir (Russian River Valley),Lynmar,Virginie Boone,94,60.0,US
Ponzi 2013 Reserve Pinot Noir (Willamette Valley),Ponzi,Paul Gregutt,94,60.0,US
Falcone NV Annate VI Red (Paso Robles),Falcone,Matt Kettmann,94,65.0,US
Migration 2012 Searby Vineyard Chardonnay (Russian River Valley),Migration,Virginie Boone,87,55.0,US
Quinta Cruz 2010 Silvaspoons Vineyard Souzao (Alta Mesa),Quinta Cruz,Jim Gordon,87,24.0,US
Cline 2015 Cashmere Exquisite Red (California),Cline,Jim Gordon,88,15.0,US
Foppiano 2013 Estate Petite Sirah (Russian River Valley),Foppiano,Virginie Boone,88,25.0,US
Laura Michael 2012 Old Vines Zinfandel (Dry Creek Valley),Laura Michael,Virginie Boone,88,35.0,US
Machine Breaker 2014 We The People Pinot Noir (Willamette Valley),Machine Breaker,Paul Gregutt,88,23.0,US
Rendarrio Vineyards 2014 The League of Shadows Clare Ranch Vineyards Red (Paso Robles),Rendarrio Vineyards,Matt Kettmann,88,45.0,US
Dunning Vineyards 2012 Westside Estate Bottled Cabernet Sauvignon (Paso Robles),Dunning Vineyards,Matt Kettmann,88,32.0,US
Michael David 2012 Earthquake Cabernet Sauvignon (Lodi),Michael David,Jim Gordon,88,26.0,US
Gundlach Bundschu 2012 Estate Vineyard Pinot Noir (Sonoma Coast),Gundlach Bundschu,Virginie Boone,88,37.0,US
Iris Vineyards 2012 Reserve Pinot Noir (Oregon),Iris Vineyards,Paul Gregutt,88,36.0,US
Iris Vineyards 2013 After Dinner Chardonnay (Oregon),Iris Vineyards,Paul Gregutt,88,24.0,US
Pomar Junction 2010 Estate Reserve Cabernet Sauvignon (Paso Robles),Pomar Junction,Matt Kettmann,88,54.0,US
Pomar Junction 2013 Estate Grenache Blanc (Paso Robles),Pomar Junction,Matt Kettmann,88,25.0,US
Pomar Junction 2013 Estate Viognier (Paso Robles),Pomar Junction,Matt Kettmann,88,25.0,US
Robert Mondavi 2012 Reserve Chardonnay (Carneros-Napa Valley),Robert Mondavi,Virginie Boone,88,40.0,US
Gifford Hirlinger 2005 Stateline Red Red (Walla Walla Valley (WA)),Gifford Hirlinger,Paul Gregutt,86,22.0,US
Alma Rosa 2013 Mt. Eden Clone El Jabali Vineyard Pinot Noir (Sta. Rita Hills),Alma Rosa,Matt Kettmann,92,55.0,US
B. Leighton 2013 Olsen Brothers Vineyard Syrah (Yakima Valley),B. Leighton,Sean P. Sullivan,92,45.0,US
Calcareous 2013 Tres Violet Red (Paso Robles),Calcareous,Matt Kettmann,92,49.0,US
Sparkman 2013 Evermore Cabernet Sauvignon (Columbia Valley (WA)),Sparkman,Sean P. Sullivan,92,100.0,US
Testarossa 2014 Brosseau Vineyard Chardonnay (Chalone),Testarossa,Matt Kettmann,92,48.0,US
Testarossa 2014 Guidotti Vineyard Pinot Noir (Santa Lucia Highlands),Testarossa,Matt Kettmann,92,64.0,US
Chimney Rock 2013 Elevage Red (Stags Leap District),Chimney Rock,Virginie Boone,92,96.0,US
Pey-Marin 2014 Trois Filles Pinot Noir (Marin County),Pey-Marin,Jim Gordon,92,42.0,US
Keller Estate 2014 Oro De Plata Chardonnay (Sonoma Coast),Keller Estate,Virginie Boone,92,33.0,US
Longoria 2014 Fe Ciega Chardonnay (Sta. Rita Hills),Longoria,Matt Kettmann,92,50.0,US
Leonetti Cellar 2007 Reserve Red (Walla Walla Valley (WA)),Leonetti Cellar,Paul Gregutt,93,135.0,US
Rulo 2008 Sundance Vineyard Chardonnay (Wahluke Slope),Rulo,Paul Gregutt,93,20.0,US
Row Eleven 2013 Vinas 3 Pinot Noir (California),Row Eleven,Jim Gordon,84,18.0,US
Beaulieu Vineyard 2013 Reserve Pinot Noir (Carneros-Napa Valley),Beaulieu Vineyard,Virginie Boone,84,45.0,US
Vincent Price 2012 Reverence Vineyard Raven Cabernet Sauvignon (Napa Valley),Vincent Price,Virginie Boone,84,62.0,US
Camaraderie 2004 Grâce Red Red (Washington),Camaraderie,Paul Gregutt,90,35.0,US
Owen Roe 2006 Sinister Hand Red Wine Red (Columbia Valley (WA)),Owen Roe,Paul Gregutt,90,24.0,US
Lemelson 2008 Jerome Reserve Pinot Noir (Willamette Valley),Lemelson,Paul Gregutt,92,50.0,US
Vidon Vineyard 2009 Mirabelle Clone 115 Pinot Noir (Chehalem Mountains),Vidon Vineyard,Paul Gregutt,92,50.0,US
Occasio 2008 Ghielmetti Vineyard Petit Verdot (Livermore Valley),Occasio,Virginie Boone,92,34.0,US
Sorelle Winery 2009 Sorriso Primitivo (Lodi),Sorelle Winery,Virginie Boone,84,22.0,US
"Concannon 2009 Selected Vineyards, Central Coast Pinot Noir (Livermore Valley)",Concannon,Virginie Boone,84,10.0,US
Zynthesis 2009 Old Vine Zinfandel Zinfandel (Lodi),Zynthesis,Virginie Boone,84,11.0,US
"Naggiar 2008 Estate Grown, Reserve Syrah (Sierra Foothills)",Naggiar,Virginie Boone,84,35.0,US
Goodfellow 2012 Whistling Ridge Vineyard Pinot Noir (Ribbon Ridge),Goodfellow,Paul Gregutt,91,38.0,US
Guarachi Family 2013 Gap's Crown Vineyard Petaluma Gap Pinot Noir (Sonoma Coast),Guarachi Family,Virginie Boone,91,75.0,US
Anam Cara 2012 Heather's Vineyard Pinot Noir (Chehalem Mountains),Anam Cara,Paul Gregutt,91,66.0,US
Archery Summit 2012 Premier Cuvée Pinot Noir (Willamette Valley),Archery Summit,Paul Gregutt,91,54.0,US
Archery Summit 2012 Whole Cluster Cuvée Pinot Noir (Dundee Hills),Archery Summit,Paul Gregutt,91,85.0,US
Baiocchi Wines 2011 Nicholas' Vineyard Syrah (Fair Play),Baiocchi Wines,Jim Gordon,91,48.0,US
Blakeslee 2014 Rosé of Pinot Noir (Chehalem Mountains),Blakeslee,Paul Gregutt,91,30.0,US
Ledger David 2013 Primoris Chenin Blanc (Rogue Valley),Ledger David,Paul Gregutt,91,20.0,US
Vasco Urbano 2012 Casa de Vinas Long Row Heine Petite Sirah (Livermore Valley),Vasco Urbano,Jim Gordon,91,32.0,US
Maldonado 2012 Parr Vineyard Pinot Noir (Sonoma County),Maldonado,Jim Gordon,91,32.0,US
Ribbon Ridge 2012 Wedding Block Pinot Noir (Ribbon Ridge),Ribbon Ridge,Paul Gregutt,91,35.0,US
Keating 2012 Beckstoffer Georges III Cabernet Sauvignon (Rutherford),Keating,Virginie Boone,91,95.0,US
Betz Family 2013 Besoleil Red (Columbia Valley (WA)),Betz Family,Sean P. Sullivan,92,47.0,US
Lucienne 2013 Lone Oak Vineyard Pinot Noir (Santa Lucia Highlands),Lucienne,Matt Kettmann,92,50.0,US
Michael David 2013 Petite Petit Petite Sirah (Lodi),Michael David,Jim Gordon,92,18.0,US
Ruby Hill Winery 2013 Reserve Collection Chardonnay (Livermore Valley),Ruby Hill Winery,Jim Gordon,92,25.0,US
Testarossa 2013 La Rinconada Vineyard Pinot Noir (Sta. Rita Hills),Testarossa,Matt Kettmann,92,64.0,US
Lusso Della Terra 2014 Clone 809 Chardonnay (Sonoma Coast),Lusso Della Terra,Virginie Boone,92,24.0,US
Mignanelli 2013 KW VIneyard Pinot Noir (Santa Lucia Highlands),Mignanelli,Matt Kettmann,92,32.0,US
Miner 2012 Hyde Vineyard Chardonnay (Napa Valley),Miner,Virginie Boone,92,50.0,US
Stolo 2013 Creekside Estate Pinot Noir (San Luis Obispo County),Stolo,Matt Kettmann,92,32.0,US
Stolpman 2013 Originals Syrah (Ballard Canyon),Stolpman,Matt Kettmann,92,42.0,US
Fullerton 2014 Three Otters Pinot Noir (Willamette Valley),Fullerton,Paul Gregutt,86,23.0,US
Soléna 2014 Grande Cuvée Pinot Noir (Willamette Valley),Soléna,Paul Gregutt,86,28.0,US
Airlie 2012 Vintner's Blend Pinot Noir (Willamette Valley),Airlie,Paul Gregutt,86,35.0,US
Januik 2010 Weinbau Vineyard Cabernet Sauvignon (Wahluke Slope),Januik,Sean P. Sullivan,91,40.0,US
Fielding Hills 2010 RiverBend Vineyard Merlot (Wahluke Slope),Fielding Hills,Sean P. Sullivan,91,36.0,US
Woodinville Wine Cellars 2012 Unoaked Conner Lee Vineyard Chardonnay (Columbia Valley (WA)),Woodinville Wine Cellars,Paul Gregutt,91,25.0,US
Rain Dance 2016 Nicholas Vineyard Riesling (Chehalem Mountains),Rain Dance,Paul Gregutt,90,22.0,US
Roco 2015 The Stalker Pinot Noir (Willamette Valley),Roco,Paul Gregutt,90,50.0,US
St. Francis 2014 Wild Oak Vineyard Malbec (Sonoma Valley),St. Francis,Virginie Boone,90,38.0,US
Tessier Winery 2015 Morelli Lane Vineyard Pinot Noir (Green Valley),Tessier Winery,Virginie Boone,90,45.0,US
Timothy Malone 2015 Dundee Hills Pinot Noir (Dundee Hills),Timothy Malone,Paul Gregutt,90,37.0,US
V. Sattui 2015 Reserve Chardonnay (Napa Valley),V. Sattui,Virginie Boone,90,60.0,US
Via Giusti 2016 Estate Quattro Mani Rosé of Pinot Noir (Russian River Valley),Via Giusti,Virginie Boone,90,32.0,US
ZD 2015 Reserve Chardonnay (Carneros),ZD,Virginie Boone,90,75.0,US
Anaba 2016 Snow Vineyard Picpoul (Sonoma Valley),Anaba,Virginie Boone,90,28.0,US
Aubichon Cellars 2015 Reserve Pinot Gris (Willamette Valley),Aubichon Cellars,Paul Gregutt,90,35.0,US
Big Table Farm 2016 Laughing Pig Pinot Noir Rosé (Willamette Valley),Big Table Farm,Paul Gregutt,90,32.0,US
Bodkin 2016 The Victor's Spoils Sauvignon Blanc (North Coast),Bodkin,Jim Gordon,90,19.0,US
Bryn Mawr Vineyards 2015 Estate Chardonnay (Eola-Amity Hills),Bryn Mawr Vineyards,Paul Gregutt,90,30.0,US
Winery by the Creek 2012 Helwig Vineyard Reserve Tempranillo (Shenandoah Valley (CA)),Winery by the Creek,Jim Gordon,83,26.0,US
Kennedy Shah 2013 Auntie Meredith's Picnic Blend White (Columbia Valley (WA)),Kennedy Shah,Sean P. Sullivan,83,14.0,US
Westport Winery 2012 Smoky Nor'wester Red Willow Vineyard Sangiovese (Yakima Valley),Westport Winery,Sean P. Sullivan,83,26.0,US
Betz Family 2005 Père de Famille Cabernet Sauvignon (Columbia Valley (WA)),Betz Family,Paul Gregutt,97,55.0,US
Betz Family 2005 Le Parrain Red Wine Red (Columbia Valley (WA)),Betz Family,Paul Gregutt,96,85.0,US
McCrea Cellars 2010 Boushey Vineyard Marsanne (Yakima Valley),McCrea Cellars,Paul Gregutt,87,25.0,US
Amador Cellars 2010 Clockspring Vineyard Sangiovese (Amador County),Amador Cellars,Virginie Boone,87,22.0,US
Midnight 2009 Zenith Estate Cuvée Red (Paso Robles),Midnight,Matt Kettmann,92,65.0,US
Ferguson Crest 2011 Fergalicious Red (Santa Ynez Valley),Ferguson Crest,Matt Kettmann,92,40.0,US
Foxen 2012 Cuvée Jeanne Marie Williamson-Dore Vineyard Red (Santa Ynez Valley),Foxen,Matt Kettmann,92,40.0,US
Sanguis 2011 Bossman Syrah (Central Coast),Sanguis,Matt Kettmann,92,75.0,US
Sextant 2011 Portolan Red (Paso Robles),Sextant,Matt Kettmann,92,80.0,US
Sparkman 2012 Darkness Syrah (Yakima Valley),Sparkman,Paul Gregutt,92,62.0,US
Matteo 2013 Red Mountain White Wine Chenin Blanc (Red Mountain),Matteo,Paul Gregutt,92,50.0,US
Cooper-Garrod 2009 Lone Oak Vineyard Estate Cabernet Sauvignon (Santa Cruz Mountains),Cooper-Garrod,Matt Kettmann,92,33.0,US
Fort Ross 2012 Fort Ross Vineyard Chardonnay (Fort Ross-Seaview),Fort Ross,Virginie Boone,92,44.0,US
Oak Knoll 2008 Winemakers Select Unoaked Chardonnay (Oregon),Oak Knoll,Paul Gregutt,83,10.0,US
Agate Ridge 2008 Barrel Fermented Viognier (Rogue Valley),Agate Ridge,Paul Gregutt,83,18.0,US
Agate Ridge 2007 Clonal Selection Pinot Noir (Rogue Valley),Agate Ridge,Paul Gregutt,82,24.0,US
Plaisance Ranch 2013 Papa Joe's Private Stash Carmenère (Applegate Valley),Plaisance Ranch,Paul Gregutt,89,30.0,US
Plaisance Ranch 2013 Papa Joe's Private Stash Syrah (Applegate Valley),Plaisance Ranch,Paul Gregutt,89,25.0,US
TH 2013 The Pick Red (Paso Robles Willow Creek District),TH,Matt Kettmann,89,55.0,US
Foxen 2014 Block UU Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Foxen,Matt Kettmann,89,32.0,US
Abacela 2013 Fiesta Tempranillo (Umpqua Valley),Abacela,Paul Gregutt,89,23.0,US
Abacela NV Vintner's Blend #15 Red (Umpqua Valley),Abacela,Paul Gregutt,89,18.0,US
J. Lohr 2014 Seven Oaks Cabernet Sauvignon (Paso Robles),J. Lohr,Matt Kettmann,87,17.0,US
Pull 2012 Estate Grown Cabernet Sauvignon (Paso Robles),Pull,Matt Kettmann,87,18.0,US
Ryan Patrick 2015 Redhead Red Red (Columbia Valley (WA)),Ryan Patrick,Sean P. Sullivan,87,15.0,US
Chateau Rollat 2010 Edouard de Rollat Cabernet Sauvignon (Walla Walla Valley (WA)),Chateau Rollat,Paul Gregutt,87,62.0,US
